ID,Title,Description,Category_title,Geometry_Coordinates_1,Date,Time,Split,Long,Lat
EONET_11079,Wildfire in Australia 1022188,,Wildfires,128.11036909306816  -17.352095306394563,9/13/24,19:00:00,19,128.11036909306816, -17.352095306394563
EONET_11080,Wildfire in Brazil 1022195,,Wildfires,-61.38475387,9/13/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11113,Wildfire in Brazil 1022223,,Wildfires,-59.2642973,9/13/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11114,Wildfire in Namibia 1022209,,Wildfires,19.802339517802217  -19.195386870040732,9/13/24,19:00:00,19,19.802339517802217, -19.195386870040732
EONET_11115,Wildfire in Zambia 1022208,,Wildfires,30.74298693105852  -9.242898058502448,9/13/24,19:00:00,18,30.74298693105852, -9.242898058502448
EONET_11116,Wildfire in Zambia 1022210,,Wildfires,23.26505512599168  -17.284139849107206,9/13/24,19:00:00,18,23.26505512599168, -17.284139849107206
EONET_11117,Wildfire in Tanzania 1022199,,Wildfires,36.10048409398839  -3.8326274739496378,9/13/24,19:00:00,18,36.10048409398839, -3.8326274739496378
EONET_11146,Wildfire in Zambia 1022236,,Wildfires,31.55477186270031  -13.010194212051594,9/13/24,19:00:00,18,31.55477186270031, -13.010194212051594
EONET_11147,Wildfire in Portugal 1022251,,Wildfires,-8.433412912443131  41.10093237932577,9/13/24,19:00:00,19,-8.433412912443131, 41.10093237932577
EONET_11148,Wildfire in Brazil 1022249,,Wildfires,-65.79914983,9/13/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11149,Wildfire in Portugal 1022235,,Wildfires,-7.897557084370321  41.55032025411793,9/13/24,19:00:00,19,-7.897557084370321, 41.55032025411793
EONET_11150,Wildfire in The Democratic Republic of Congo 1022237,,Wildfires,30.202812759128445  -7.776502793166148,9/13/24,19:00:00,19,30.202812759128445, -7.776502793166148
EONET_11175,Wildfire in Brazil 1022271,,Wildfires,-55.95885126,9/13/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11176,Wildfire in Mozambique 1022256,,Wildfires,37.987321439754666  -15.923146972705318,9/13/24,19:00:00,19,37.987321439754666, -15.923146972705318
EONET_11177,Wildfire in Mozambique 1022262,,Wildfires,35.80435050718611  -16.59565296945026,9/13/24,19:00:00,18,35.80435050718611, -16.59565296945026
EONET_11210,Wildfire in Angola 1022285,,Wildfires,16.208173184645492  -15.9690522106729,9/13/24,19:00:00,19,16.208173184645492, -15.9690522106729
EONET_11211,Wildfire in Mozambique 1022286,,Wildfires,37.158916773581645  -16.404400633438026,9/13/24,19:00:00,19,37.158916773581645, -16.404400633438026
EONET_11212,Wildfire in Mozambique 1022287,,Wildfires,38.07852830345091  -16.596436092843675,9/13/24,19:00:00,18,38.07852830345091, -16.596436092843675
EONET_11104,Manderson Wildfire  Oglala Lakota  South Dakota,7 Miles North of Manderson  1/2 mile East on Gooseneck Road (BIA33),Wildfires,-102.4622222  43.3519444,9/13/24,17:26:00,13,-102.4622222, 43.3519444
EONET_11103,La Bonte Wildfire  Converse  Wyoming,20 miles south of Douglas,Wildfires,-105.527833  42.4295,9/13/24,10:01:00,12,-105.527833, 42.4295
EONET_11021,Manderson Wildfire  Oglala Lakota  South Dakota,,Wildfires,-102.4504253  43.35482406,9/12/24,21:57:00,13,-102.4504253, 43.35482406
EONET_11028,Wildfire in Bolivia 1022139,,Wildfires,-77.9289925,9/12/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11029,Wildfire in Brazil 1022146,,Wildfires,-63.25897604,9/12/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11030,Wildfire in Brazil 1022147,,Wildfires,-58.81377681,9/12/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11061,Wildfire in Australia 1022166,,Wildfires,131.4610622404981  -15.381740424764452,9/12/24,19:00:00,18,131.4610622404981, -15.381740424764452
EONET_11062,Wildfire in Angola 1022171,,Wildfires,17.224337208643124  -8.593782835779063,9/12/24,19:00:00,19,17.224337208643124, -8.593782835779063
EONET_11063,Wildfire in Bolivia 1022165,,Wildfires,-79.23220448,9/12/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11081,Wildfire in Tanzania 1022177,,Wildfires,37.14920556017774  -8.470186285663244,9/12/24,19:00:00,18,37.14920556017774, -8.470186285663244
EONET_11082,Wildfire in Tanzania 1022178,,Wildfires,34.26053043737095  -9.281115241665749,9/12/24,19:00:00,18,34.26053043737095, -9.281115241665749
EONET_11083,Wildfire in Namibia 1022179,,Wildfires,20.191521596343826  -18.897813611577824,9/12/24,19:00:00,19,20.191521596343826, -18.897813611577824
EONET_11084,Wildfire in Australia 1022196,,Wildfires,147.46483148129883  -25.218678528060128,9/12/24,19:00:00,19,147.46483148129883, -25.218678528060128
EONET_11085,Wildfire in Russian Federation 1022197,,Wildfires,117.50913385789947  51.17965741909184,9/12/24,19:00:00,19,117.50913385789947, 51.17965741909184
EONET_11086,Wildfire in Brazil 1022189,,Wildfires,-69.98420865,9/12/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11087,Wildfire in Brazil 1022190,,Wildfires,-66.21006805,9/12/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11088,Wildfire in Brazil 1022191,,Wildfires,-63.48662243,9/12/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11089,Wildfire in Zambia 1022180,,Wildfires,31.81636920080132  -10.9072680929278,9/12/24,19:00:00,18,31.81636920080132, -10.9072680929278
EONET_11118,Wildfire in Mozambique 1022200,,Wildfires,36.494606697466175  -16.910000905822486,9/12/24,19:00:00,19,36.494606697466175, -16.910000905822486
EONET_11119,Wildfire in Mozambique 1022201,,Wildfires,36.63189652154784  -16.970304788833225,9/12/24,19:00:00,18,36.63189652154784, -16.970304788833225
EONET_11120,Wildfire in Mozambique 1022211,,Wildfires,36.504502471914016  -16.917368348511655,9/12/24,19:00:00,19,36.504502471914016, -16.917368348511655
EONET_11121,Wildfire in Angola 1022212,,Wildfires,20.45290768072899  -14.718219144692311,9/12/24,19:00:00,18,20.45290768072899, -14.718219144692311
EONET_11122,Wildfire in Brazil 1022228,,Wildfires,-57.75765225,9/12/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11123,Wildfire in Angola 1022224,,Wildfires,20.447363440384294  -14.726621042049132,9/12/24,19:00:00,19,20.447363440384294, -14.726621042049132
EONET_11151,Wildfire in Tanzania 1022238,,Wildfires,31.840879015134426  -5.823533503794463,9/12/24,19:00:00,19,31.840879015134426, -5.823533503794463
EONET_11152,Wildfire in Zambia 1022240,,Wildfires,29.735784445469967  -10.595997343751023,9/12/24,19:00:00,19,29.735784445469967, -10.595997343751023
EONET_11153,Wildfire in Brazil 1022253,,Wildfires,-73.02737064,9/12/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11154,Wildfire in The Democratic Republic of Congo 1022239,,Wildfires,30.16923829876473  -7.563892808947745,9/12/24,19:00:00,18,30.16923829876473, -7.563892808947745
EONET_11155,Wildfire in Mozambique 1022241,,Wildfires,37.33055478451029  -16.45745892615216,9/12/24,19:00:00,18,37.33055478451029, -16.45745892615216
EONET_11156,Wildfire in Mozambique 1022242,,Wildfires,37.83196778534744  -16.809225189483126,9/12/24,19:00:00,18,37.83196778534744, -16.809225189483126
EONET_11157,Wildfire in Mozambique 1022243,,Wildfires,38.66081375722017  -16.505258406934995,9/12/24,19:00:00,18,38.66081375722017, -16.505258406934995
EONET_11158,Wildfire in The Democratic Republic of Congo 1022244,,Wildfires,14.435756974792127  -5.362646906308962,9/12/24,19:00:00,19,14.435756974792127, -5.362646906308962
EONET_11178,Wildfire in Mozambique 1022263,,Wildfires,36.97331848223459  -17.27291471675322,9/12/24,19:00:00,18,36.97331848223459, -17.27291471675322
EONET_11179,Wildfire in Mozambique 1022264,,Wildfires,37.355888157536555  -11.860480180839533,9/12/24,19:00:00,19,37.355888157536555, -11.860480180839533
EONET_11180,Wildfire in Mozambique 1022265,,Wildfires,35.25878811985664  -18.355515023525513,9/12/24,19:00:00,18,35.25878811985664, -18.355515023525513
EONET_11181,Wildfire in Angola 1022266,,Wildfires,14.790753969150218  -6.94276848453463,9/12/24,19:00:00,19,14.790753969150218, -6.94276848453463
EONET_11182,Wildfire in Mozambique 1022267,,Wildfires,38.926775909317506  -15.408456884079543,9/12/24,19:00:00,19,38.926775909317506, -15.408456884079543
EONET_11183,Wildfire in Mozambique 1022257,,Wildfires,36.89968423749561  -17.396058245639605,9/12/24,19:00:00,18,36.89968423749561, -17.396058245639605
EONET_11184,Wildfire in Mozambique 1022258,,Wildfires,36.89176420168242  -16.49429260596623,9/12/24,19:00:00,18,36.89176420168242, -16.49429260596623
EONET_11025,Cedar Creek Wildfire  Sioux  North Dakota,,Wildfires,-101.2336063  46.0864627,9/12/24,18:29:00,13,-101.2336063, 46.0864627
EONET_11023,Power Dam Road Wildfire  Mellette  South Dakota,1/2 mile west of White River  SD,Wildfires,-100.7616667  43.5777778,9/12/24,15:05:00,13,-100.7616667, 43.5777778
EONET_11016,Bear Creek Wildfire  Albany  Wyoming,,Wildfires,-105.458417  41.688278,9/12/24,14:31:00,12,-105.458417, 41.688278
EONET_10903,Wildfire in Brazil 1022103,,Wildfires,-68.17019775,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10904,Wildfire in Australia 1022116,,Wildfires,127.48530621013363  -18.10840264614425,9/11/24,19:00:00,19,127.48530621013363, -18.10840264614425
EONET_10905,Wildfire in Australia 1022117,,Wildfires,138.93658737595197  -19.178479899888508,9/11/24,19:00:00,19,138.93658737595197, -19.178479899888508
EONET_10906,Wildfire in Brazil 1022118,,Wildfires,-68.63663325,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10907,Wildfire in Brazil 1022119,,Wildfires,-59.16202879,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10908,Wildfire in Brazil 1022012,,Wildfires,-69.31511968,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10909,Wildfire in Australia 1022013,,Wildfires,127.61081848851575  -18.386477088091475,9/11/24,19:00:00,19,127.61081848851575, -18.386477088091475
EONET_11031,Wildfire in Brazil 1022145,,Wildfires,-58.42472981,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11032,Wildfire in Australia 1022148,,Wildfires,131.81934952874772  -13.532798274655413,9/11/24,19:00:00,19,131.81934952874772, -13.532798274655413
EONET_11033,Wildfire in Australia 1022149,,Wildfires,130.59249479972186  -15.806535554731912,9/11/24,19:00:00,19,130.59249479972186, -15.806535554731912
EONET_11034,Wildfire in Brazil 1022150,,Wildfires,-61.63794261,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11035,Wildfire in Australia 1022151,,Wildfires,131.88839386766008  -14.12488866999124,9/11/24,19:00:00,19,131.88839386766008, -14.12488866999124
EONET_11036,Wildfire in Australia 1022140,,Wildfires,138.9009872525494  -19.096431482681947,9/11/24,19:00:00,18,138.9009872525494, -19.096431482681947
EONET_11037,Wildfire in Brazil 1022141,,Wildfires,-74.43224299,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11064,Wildfire in Tanzania 1022157,,Wildfires,34.47165014240843  -7.810573443146354,9/11/24,19:00:00,18,34.47165014240843, -7.810573443146354
EONET_11065,Wildfire in Brazil 1022167,,Wildfires,-61.87470079,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11066,Wildfire in Brazil 1022174,,Wildfires,-70.84318055,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11067,Wildfire in Brazil 1022175,,Wildfires,-63.0531444,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11068,Wildfire in Botswana 1022156,,Wildfires,21.989526755888367  -23.245878815742273,9/11/24,19:00:00,19,21.989526755888367, -23.245878815742273
EONET_11090,Wildfire in Botswana 1022181,,Wildfires,24.06419835334053  -23.78982880816295,9/11/24,19:00:00,18,24.06419835334053, -23.78982880816295
EONET_11091,Wildfire in Zambia 1022182,,Wildfires,30.407650735443937  -9.91101848645981,9/11/24,19:00:00,19,30.407650735443937, -9.91101848645981
EONET_11092,Wildfire in Australia 1022192,,Wildfires,130.51990423013538  -15.690862047367773,9/11/24,19:00:00,19,130.51990423013538, -15.690862047367773
EONET_11093,Wildfire in Brazil 1022193,,Wildfires,-54.5945719,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11094,Wildfire in Australia 1022198,,Wildfires,116.2476413996189  -32.6940082857453,9/11/24,19:00:00,18,116.2476413996189, -32.6940082857453
EONET_11124,Wildfire in Bolivia 1022229,,Wildfires,-77.10406967,9/11/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11125,Wildfire in Mozambique  Tanzania 1022213,,Wildfires,36.57870948701753  -11.771667823352724,9/11/24,19:00:00,18,36.57870948701753, -11.771667823352724
EONET_11126,Wildfire in Mozambique 1022214,,Wildfires,36.76648282649727  -17.23154136028001,9/11/24,19:00:00,18,36.76648282649727, -17.23154136028001
EONET_11127,Wildfire in Mozambique 1022215,,Wildfires,38.20684975092572  -16.687934263293208,9/11/24,19:00:00,18,38.20684975092572, -16.687934263293208
EONET_11128,Wildfire in Mozambique 1022216,,Wildfires,38.83706441011031  -16.6267143180164,9/11/24,19:00:00,18,38.83706441011031, -16.6267143180164
EONET_11129,Wildfire in Mozambique 1022203,,Wildfires,38.78007784142217  -15.330771419511771,9/11/24,19:00:00,18,38.78007784142217, -15.330771419511771
EONET_11130,Wildfire in Mozambique 1022204,,Wildfires,38.332420194386984  -15.64476935257637,9/11/24,19:00:00,19,38.332420194386984, -15.64476935257637
EONET_11131,Wildfire in Mozambique 1022217,,Wildfires,33.87932113585527  -18.880663933778163,9/11/24,19:00:00,18,33.87932113585527, -18.880663933778163
EONET_11132,Wildfire in Mozambique 1022218,,Wildfires,34.86582653747228  -18.4268081503753,9/11/24,19:00:00,18,34.86582653747228, -18.4268081503753
EONET_11133,Wildfire in Mozambique 1022202,,Wildfires,33.1592768364504  -18.90243305953086,9/11/24,19:00:00,17,33.1592768364504, -18.90243305953086
EONET_11159,Wildfire in Mozambique 1022245,,Wildfires,38.108872106282696  -16.44899921259896,9/11/24,19:00:00,19,38.108872106282696, -16.44899921259896
EONET_11160,Wildfire in Mozambique 1022246,,Wildfires,37.38216579760684  -16.20366634642521,9/11/24,19:00:00,18,37.38216579760684, -16.20366634642521
EONET_11024,Short Draw Wildfire  Campbell  Wyoming,30 miles North of Gillette WY,Wildfires,-105.61705  44.955167,9/11/24,16:53:00,11,-105.61705, 44.955167
EONET_10910,Wildfire in Brazil 1022104,,Wildfires,-68.87032564,9/10/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10911,Wildfire in Angola 1022100,,Wildfires,14.727642743486888  -15.763414438455111,9/10/24,19:00:00,19,14.727642743486888, -15.763414438455111
EONET_10912,Wildfire in Brazil 1022120,,Wildfires,-75.26048413,9/10/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10913,Wildfire in Australia 1022121,,Wildfires,135.1717817556437  -20.43362540335411,9/10/24,19:00:00,18,135.1717817556437, -20.43362540335411
EONET_10914,Wildfire in Brazil 1022105,,Wildfires,-59.67886684,9/10/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10915,Wildfire in Brazil 1022106,,Wildfires,-75.55629293,9/10/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10916,Wildfire in Brazil 1022014,,Wildfires,-59.27974191,9/10/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10917,Wildfire in Australia 1022015,,Wildfires,133.9388433410664  -15.397523260658268,9/10/24,19:00:00,18,133.9388433410664, -15.397523260658268
EONET_11038,Wildfire in The Democratic Republic of Congo 1022132,,Wildfires,29.6582032566011  -7.685631086210415,9/10/24,19:00:00,17,29.6582032566011, -7.685631086210415
EONET_11039,Wildfire in Zambia 1022127,,Wildfires,31.713518625966877  -10.726052616519848,9/10/24,19:00:00,19,31.713518625966877, -10.726052616519848
EONET_11040,Wildfire in Brazil 1022125,,Wildfires,-53.03447597,9/10/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11041,Wildfire in Brazil 1022126,,Wildfires,-59.43431613,9/10/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11069,Wildfire in Mozambique 1022158,,Wildfires,33.14774345189008  -22.951002253434996,9/10/24,19:00:00,18,33.14774345189008, -22.951002253434996
EONET_11070,Wildfire in Mozambique 1022159,,Wildfires,37.75863671254137  -12.429366037165837,9/10/24,19:00:00,18,37.75863671254137, -12.429366037165837
EONET_11071,Wildfire in Tanzania 1022160,,Wildfires,30.85421805734147  -4.855850949678232,9/10/24,19:00:00,18,30.85421805734147, -4.855850949678232
EONET_11072,Wildfire in Brazil 1022168,,Wildfires,-62.01308663,9/10/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11095,Wildfire in Brazil 1022194,,Wildfires,-71.5636851,9/10/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11096,Wildfire in Mozambique 1022176,,Wildfires,39.840653731252594  -15.760887631397692,9/10/24,19:00:00,19,39.840653731252594, -15.760887631397692
EONET_11097,Wildfire in Tanzania 1022183,,Wildfires,31.770994719042307  -5.975427025084162,9/10/24,19:00:00,19,31.770994719042307, -5.975427025084162
EONET_11098,Wildfire in Mozambique 1022184,,Wildfires,38.16928654752468  -16.174478714047645,9/10/24,19:00:00,18,38.16928654752468, -16.174478714047645
EONET_11099,Wildfire in Zambia 1022185,,Wildfires,31.667368502360386  -11.117271055367986,9/10/24,19:00:00,19,31.667368502360386, -11.117271055367986
EONET_11134,Wildfire in Mozambique 1022205,,Wildfires,39.140138439284264  -15.521424089293669,9/10/24,19:00:00,19,39.140138439284264, -15.521424089293669
EONET_11135,Wildfire in Zambia 1022219,,Wildfires,30.770387799692354  -8.801812726487526,9/10/24,19:00:00,19,30.770387799692354, -8.801812726487526
EONET_11136,Wildfire in Mozambique 1022220,,Wildfires,36.75830489577916  -16.95146698120279,9/10/24,19:00:00,18,36.75830489577916, -16.95146698120279
EONET_11137,Wildfire in Zambia 1022221,,Wildfires,31.389739808758378  -12.898182546553468,9/10/24,19:00:00,19,31.389739808758378, -12.898182546553468
EONET_11022,Point Wildfire  Maricopa  Arizona,Cave Creek 41 Rd/New River Wash,Wildfires,-112.042139  33.963917,9/10/24,18:42:00,12,-112.042139, 33.963917
EONET_11020,Siphon Wildfire  Pinal  Arizona,Siphon Draw and Flat Iron of Superstition Wilderness,Wildfires,-111.441367  33.43905,9/10/24,16:42:00,12,-111.441367, 33.43905
EONET_11026,DRY CREEK Wildfire  Gilliam  Oregon,,Wildfires,-120.015819  45.351261,9/10/24,11:51:00,12,-120.015819, 45.351261
EONET_10918,Wildfire in Angola 1022018,,Wildfires,17.611234939393924  -16.76935303320321,9/9/24,19:00:00,19,17.611234939393924, -16.76935303320321
EONET_10919,Wildfire in Bolivia 1022020,,Wildfires,-78.8637025,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10920,Wildfire in Brazil 1022016,,Wildfires,-58.41707938,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10921,Wildfire in Brazil 1022017,,Wildfires,-72.31595636,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10922,Wildfire in Australia 1022019,,Wildfires,141.86333681738066  -12.910750188705206,9/9/24,19:00:00,19,141.86333681738066, -12.910750188705206
EONET_10923,Wildfire in Australia 1022021,,Wildfires,145.39551323530242  -21.197938293623707,9/9/24,19:00:00,19,145.39551323530242, -21.197938293623707
EONET_10924,Wildfire in United States 1022022,,Wildfires,-117.51567612656906  33.66718647422531,9/9/24,19:00:00,20,-117.51567612656906, 33.66718647422531
EONET_10925,Wildfire in Brazil 1022107,,Wildfires,-77.30035973,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10926,Wildfire in Brazil 1022108,,Wildfires,-52.8239737,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10927,Wildfire in Brazil 1022122,,Wildfires,-66.02436918,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10928,Wildfire in Zambia 1022101,,Wildfires,31.748767311797256  -10.613349771681634,9/9/24,19:00:00,19,31.748767311797256, -10.613349771681634
EONET_10929,Wildfire in Australia 1022113,,Wildfires,145.46349680948697  -21.298716281084886,9/9/24,19:00:00,19,145.46349680948697, -21.298716281084886
EONET_11042,Wildfire in Zambia 1022128,,Wildfires,31.05105023773237  -9.740871036808448,9/9/24,19:00:00,18,31.05105023773237, -9.740871036808448
EONET_11043,Wildfire in Zambia 1022129,,Wildfires,29.980479242770432  -10.019512180768185,9/9/24,19:00:00,19,29.980479242770432, -10.019512180768185
EONET_11044,Wildfire in Tanzania 1022130,,Wildfires,31.785942688154908  -6.173307774655821,9/9/24,19:00:00,19,31.785942688154908, -6.173307774655821
EONET_11045,Wildfire in Zambia 1022131,,Wildfires,31.738220213861187  -10.034948865338922,9/9/24,19:00:00,19,31.738220213861187, -10.034948865338922
EONET_11046,Wildfire in Zambia 1022133,,Wildfires,31.567510376025663  -9.584774811519793,9/9/24,19:00:00,19,31.567510376025663, -9.584774811519793
EONET_11047,Wildfire in Mozambique 1022134,,Wildfires,37.509768429254024  -12.114117562382713,9/9/24,19:00:00,19,37.509768429254024, -12.114117562382713
EONET_11048,Wildfire in Brazil 1022142,,Wildfires,-68.38034344,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11049,Wildfire in Brazil 1022152,,Wildfires,-70.90695419,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11050,Wildfire in Colombia 1022153,,Wildfires,-75.38256274964401  2.8114489706090677,9/9/24,19:00:00,19,-75.38256274964401, 2.8114489706090677
EONET_11073,Wildfire in Brazil 1022170,,Wildfires,-57.51417431,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11074,Wildfire in Zambia 1022162,,Wildfires,23.161931011044786  -17.214922558497914,9/9/24,19:00:00,19,23.161931011044786, -17.214922558497914
EONET_11075,Wildfire in Brazil 1022161,,Wildfires,-56.35197633,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11076,Wildfire in Brazil 1022169,,Wildfires,-54.70934415,9/9/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11100,Wildfire in Mozambique 1022186,,Wildfires,36.665792789797706  -17.122829189416812,9/9/24,19:00:00,19,36.665792789797706, -17.122829189416812
EONET_11101,Wildfire in Tanzania 1022187,,Wildfires,35.2012148129427  -10.569536759425583,9/9/24,19:00:00,17,35.2012148129427, -10.569536759425583
EONET_10892,WEST WARM SPRINGS Wildfire  Hot Springs  Wyoming,5 miles SE of Thermopolis  WY,Wildfires,-108.11155  43.607883,9/9/24,18:41:00,11,-108.11155, 43.607883
EONET_10891,AIRPORT Wildfire  Orange  California,Trabuco Canyon,Wildfires,-117.5816667  33.6625,9/9/24,16:24:00,13,-117.5816667, 33.6625
EONET_10930,Wildfire in Angola 1022024,,Wildfires,14.286341412809493  -15.34468223055612,9/8/24,19:00:00,19,14.286341412809493, -15.34468223055612
EONET_10931,Wildfire in Brazil 1022028,,Wildfires,-68.71565849,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10932,Wildfire in Angola 1022025,,Wildfires,17.989166513464152  -16.542345956633447,9/8/24,19:00:00,19,17.989166513464152, -16.542345956633447
EONET_10933,Wildfire in Mozambique 1022026,,Wildfires,37.76508433647011  -12.600050090282926,9/8/24,19:00:00,18,37.76508433647011, -12.600050090282926
EONET_10934,Wildfire in Australia 1022114,,Wildfires,136.4407542686129  -16.084652839276654,9/8/24,19:00:00,18,136.4407542686129, -16.084652839276654
EONET_10935,Wildfire in Paraguay 1022109,,Wildfires,-78.59412315,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10936,Wildfire in Brazil 1022110,,Wildfires,-59.94840062,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10937,Wildfire in Brazil 1022111,,Wildfires,-60.35481742,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10938,Wildfire in Brazil 1022023,,Wildfires,-72.34592727,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10939,Wildfire in Australia 1022027,,Wildfires,127.6769428745573  -18.470404074411817,9/8/24,19:00:00,18,127.6769428745573, -18.470404074411817
EONET_10940,Wildfire in Brazil 1022029,,Wildfires,-53.51850971,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10941,Wildfire in Brazil 1022030,,Wildfires,-71.37140859,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10942,Wildfire in Brazil 1022031,,Wildfires,-70.09895929,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10943,Wildfire in Brazil 1022032,,Wildfires,-71.46685446,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10944,Wildfire in Brazil 1022033,,Wildfires,-68.86298755,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10945,Wildfire in Australia 1022034,,Wildfires,131.14082239246335  -15.305925224113144,9/8/24,19:00:00,19,131.14082239246335, -15.305925224113144
EONET_10946,Wildfire in Brazil 1022035,,Wildfires,-70.55468715,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_10947,Wildfire in United States 1022036,,Wildfires,-117.70155770037337  34.3116001158924,9/8/24,19:00:00,20,-117.70155770037337, 34.3116001158924
EONET_10948,Wildfire in Brazil 1022037,,Wildfires,-78.18151446,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11051,Wildfire in Angola 1022135,,Wildfires,21.585429075895533  -17.712991207037234,9/8/24,19:00:00,19,21.585429075895533, -17.712991207037234
EONET_11052,Wildfire in Angola 1022136,,Wildfires,14.424437474901728  -15.345920298426073,9/8/24,19:00:00,19,14.424437474901728, -15.345920298426073
EONET_11053,Wildfire in Zambia 1022137,,Wildfires,31.72477462287501  -10.615551632160921,9/8/24,19:00:00,18,31.72477462287501, -10.615551632160921
EONET_11054,Wildfire in Brazil 1022154,,Wildfires,-63.85613453,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11055,Wildfire in Australia 1022155,,Wildfires,135.3522904690017  -15.392870467399394,9/8/24,19:00:00,18,135.3522904690017, -15.392870467399394
EONET_11056,Wildfire in Brazil 1022143,,Wildfires,-55.88102268,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11057,Wildfire in Bolivia 1022144,,Wildfires,-77.15477709,9/8/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_11077,Wildfire in Mozambique 1022163,,Wildfires,34.208116670660566  -15.273429333540491,9/8/24,19:00:00,19,34.208116670660566, -15.273429333540491
EONET_11078,Wildfire in Tanzania 1022164,,Wildfires,35.34566945732852  -10.393360152868091,9/8/24,19:00:00,18,35.34566945732852, -10.393360152868091
EONET_10899,TABLE Wildfire  Owyhee  Idaho,20 miles south of Bruneau  ID,Wildfires,-115.871036  42.565682,9/8/24,12:32:00,12,-115.871036, 42.565682
EONET_10898,LITTLE LAVA Wildfire  Deschutes  Oregon,,Wildfires,-121.727467  43.895717,9/8/24,10:49:00,12,-121.727467, 43.895717
EONET_10949,Wildfire in Mozambique 1022102,,Wildfires,35.72458206243438  -13.830756690834363,9/7/24,19:00:00,18,35.72458206243438, -13.830756690834363
